GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age
F,N,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,7.939158818,1,1,1,0,Private service staff,4,0,38.71780822
M,Y,Y,2,180000,Working,Higher education,Married,House / apartment,7.814803429,1,0,0,0,Managers,4,0,36.09315068
F,N,Y,0,191399.3262,Commercial associate,Secondary / secondary special,Married,House / apartment,7.297768283,1,0,0,0,Cleaning staff,2,0,52.90410959
F,N,Y,1,216000,Working,Higher education,Single / not married,House / apartment,7.485491608,1,0,1,0,Core staff,2,0,28.8
F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.06610809,1,0,0,0,Core staff,2,0,41.43561644
F,N,Y,0,171000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,54.68767123
M,Y,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,7.255591274,1,1,0,0,Drivers,2,0,51.53150685
F,N,N,0,225000,Pensioner,Higher education,Separated,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,60.12054795
M,N,N,2,225000,Working,Incomplete higher,Married,House / apartment,5.572154032,1,0,0,0,Laborers,4,0,38.27123288
M,Y,N,0,270000,Commercial associate,Higher education,Separated,House / apartment,7.761744985,1,0,1,0,Laborers,1,0,31.83835616
F,N,Y,0,67050,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,66.5890411
M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,6.021023349,1,0,0,0,Drivers,2,0,29.97808219
F,N,N,2,73350,Working,Secondary / secondary special,Married,House / apartment,8.863332833,1,0,0,0,Medicine staff,4,0,39.23561644
F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,7.488293515,1,0,0,0,Sales staff,2,0,47.12876712
F,Y,N,0,144000,Working,Secondary / secondary special,Widow,House / apartment,7.204149292,1,0,0,0,HR staff,1,0,39.47123288
F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,8.22067217,1,0,0,0,Core staff,2,0,33.75890411
F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,6.954638865,1,1,1,0,Accountants,2,0,40.18356164
F,Y,N,1,292500,State servant,Higher education,Married,House / apartment,7.888709524,1,0,1,0,Core staff,3,0,43.8630137
M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.865571758,1,0,0,0,Laborers,2,0,27.35342466
M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,7.666221926,1,1,0,0,Laborers,1,0,27.01917808
F,Y,Y,1,1575000,Commercial associate,Higher education,Single / not married,House / apartment,7.815610532,1,0,0,0,Managers,2,0,27.78630137
F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,7.335633982,1,0,0,0,Sales staff,1,0,50.79452055
F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,7.836369761,1,0,0,0,Laborers,2,0,41.75616438
F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,7.74543561,1,0,0,0,Laborers,3,0,27.43561644
F,N,N,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.187657164,1,0,1,0,Laborers,4,0,32.7260274
M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,8.529319371,1,0,1,0,Drivers,2,0,43.45753425
F,N,Y,0,193500,Working,Secondary / secondary special,Separated,House / apartment,7.70210434,1,1,1,1,Laborers,1,0,52.22739726
F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,7.674152921,1,0,1,0,Sales staff,1,0,29.2630137
F,Y,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,6.829793738,1,0,0,1,Cleaning staff,1,0,47.04383562
M,N,Y,1,900000,Working,Secondary / secondary special,Married,House / apartment,8.413830678,1,0,0,0,Laborers,3,0,42.1369863
F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,7.347299701,1,0,0,0,Laborers,2,0,39.78630137
M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,7.358193753,1,0,1,0,Laborers,2,0,39.63287671
M,Y,N,0,270000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,64.35342466
M,N,Y,1,292500,Working,Secondary / secondary special,Married,House / apartment,7.425953657,1,0,0,0,Laborers,3,0,45.56712329
F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,9.069237531,1,1,1,0,Accountants,2,0,57.40547945
F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,8.754160749,1,0,1,0,Medicine staff,4,0,37.21643836
F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,4.574710979,1,1,0,0,Laborers,2,0,46.23561644
F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,7.10824414,1,0,0,0,Secretaries,1,0,29.61369863
M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,6.274762021,1,0,0,0,Laborers,1,0,23.36438356
F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,62.70136986
F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,8.934718614,1,0,0,0,Core staff,2,0,43.7369863
M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,8.637462024,1,0,1,0,Managers,4,0,43.90958904
F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,7.482118924,1,0,0,0,Laborers,2,0,57.46849315
F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,59.49863014
F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,8.612139669,1,1,1,0,Core staff,2,0,52.44657534
F,Y,N,0,121500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,63.91232877
M,N,Y,0,202500,Commercial associate,Lower secondary,Married,Rented apartment,7.567862605,1,0,1,0,Sales staff,2,0,26.75616438
F,Y,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,8.679312041,1,0,0,0,Secretaries,1,0,53.52876712
F,Y,Y,2,135000,Working,Higher education,Married,House / apartment,6.131226489,1,0,0,0,Accountants,4,0,33.79178082
F,N,Y,0,103500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.358193753,1,1,1,0,Sales staff,2,0,46.59452055
F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,8.418918622,1,0,0,0,Laborers,2,0,54.25205479
M,Y,N,0,337500,Working,Secondary / secondary special,Single / not married,With parents,8.104401308,1,0,0,0,Core staff,1,0,31.07945205
F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,8.26178468,1,0,0,0,Medicine staff,2,0,56.55890411
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.60821918
F,N,N,0,157500,Working,Higher education,Married,House / apartment,5.840641657,1,0,0,0,Managers,2,0,31.90136986
M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,7.561641746,1,0,0,0,Laborers,2,0,27.35068493
F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.403574198,1,0,0,0,Managers,3,0,33.61369863
M,Y,Y,0,337500,Working,Higher education,Separated,House / apartment,6.369900983,1,0,0,0,Laborers,1,0,36.13150685
F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,46.82191781
F,N,N,1,360000,Commercial associate,Higher education,Civil marriage,House / apartment,7.56112159,1,0,0,0,Sales staff,3,0,40.56164384
F,N,Y,2,191399.3262,Working,Secondary / secondary special,Single / not married,House / apartment,7.310550159,1,0,0,0,Laborers,3,0,40.32054795
F,Y,Y,1,450000,State servant,Higher education,Married,House / apartment,6.562444094,1,0,1,1,Core staff,3,0,48.56438356
F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,9.419952789,1,0,1,1,Medicine staff,1,0,53.04931507
M,N,N,0,270000,Working,Secondary / secondary special,Married,With parents,6.432940093,1,1,1,0,Laborers,2,0,32.24109589
F,N,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,8.558143178,1,0,0,0,Sales staff,1,0,43.20547945
F,Y,Y,0,450000,Pensioner,Higher education,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,60.50136986
F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,64.3369863
F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8.744009988,1,1,0,0,Sales staff,1,0,35.20273973
M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.909122183,1,0,0,0,Laborers,2,0,57.1890411
F,N,N,0,112500,State servant,Secondary / secondary special,Married,With parents,9.144521031,1,0,0,0,Medicine staff,2,0,47.02465753
F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,6.6147256,1,0,0,0,Laborers,2,0,53.05753425
F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,With parents,6.946013991,1,0,0,0,Sales staff,1,0,24.71232877
M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,7.18690102,1,0,0,0,Drivers,1,0,32.58082192
F,N,Y,0,94500,Commercial associate,Incomplete higher,Married,House / apartment,8.148445666,1,1,1,0,Sales staff,2,0,38
M,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,5.062595033,1,1,0,0,Low-skill Laborers,2,0,38.93424658
F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.806696373,1,0,0,0,Sales staff,2,0,45.75616438
F,N,Y,2,198000,Commercial associate,Incomplete higher,Separated,House / apartment,7.941295571,1,0,0,0,Laborers,3,0,42.86575342
F,N,N,3,180000,Working,Higher education,Married,House / apartment,8.856233556,1,0,0,0,Core staff,5,0,37.4739726
M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,7.613818685,1,0,0,0,Drivers,2,0,46.54794521
F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,5.236441963,1,0,0,0,Laborers,2,0,49.80547945
F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,7.99530662,1,0,0,0,Realty agents,3,0,32.65753425
F,N,N,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,8.06022424,1,0,0,0,Sales staff,2,0,29.5890411
F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,8.538367427,1,1,0,0,Laborers,3,0,32.74794521
M,Y,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,7.407924323,1,0,0,0,Managers,2,0,43.86575342
F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,8.214465161,1,0,0,1,Sales staff,3,0,44.60273973
F,N,Y,2,270000,Commercial associate,Higher education,Civil marriage,House / apartment,8.215276959,1,0,0,0,Laborers,4,0,30.15890411
F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,8.432941639,1,0,0,0,Laborers,3,0,39.75890411
M,N,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,7.466227556,1,0,0,0,Laborers,3,0,32.79452055
M,N,N,2,171000,Working,Secondary / secondary special,Married,Municipal apartment,8.643649615,1,1,1,0,Core staff,4,0,37.98630137
F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.427738841,1,0,0,0,Laborers,2,0,28.23013699
F,N,N,0,94500,Working,Higher education,Married,House / apartment,5.278114659,1,0,0,0,Security staff,2,0,46.09589041
F,N,N,0,117000,Commercial associate,Secondary / secondary special,Single / not married,With parents,6.272877007,1,0,0,0,Sales staff,1,0,27.45479452
M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.436027816,1,0,0,0,Drivers,2,0,58.08767123
F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.681560363,1,0,0,0,Sales staff,2,0,54.15068493
F,N,N,0,54000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,55.15616438
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,59.29315068
M,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,60.60547945
M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.407924323,1,0,0,0,Drivers,2,0,46.99726027
F,N,Y,0,166500,State servant,Higher education,Married,House / apartment,9.501665799,1,0,0,0,Laborers,2,0,64.65479452
M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,7.319202459,1,1,1,0,Core staff,1,0,23.00273973
F,N,Y,0,247500,Commercial associate,Higher education,Separated,Rented apartment,7.205635176,1,0,0,0,Core staff,1,0,46.61917808
M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,7.247792582,1,0,0,1,Sales staff,2,0,27.53150685
F,Y,N,0,72000,Working,Secondary / secondary special,Married,House / apartment,5.424950017,1,1,1,0,Medicine staff,2,0,41.60273973
F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,9.207837242,1,0,0,0,Core staff,1,0,48.71780822
M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,7.316548177,1,0,0,0,High skill tech staff,1,0,25.99452055
M,Y,N,0,270000,Working,Higher education,Married,House / apartment,8.533853632,1,0,0,0,Managers,2,0,50.90958904
F,Y,N,0,202500,Working,Higher education,Married,House / apartment,7.974188669,1,0,0,0,Accountants,2,0,37.77534247
F,Y,N,2,360000,Working,Incomplete higher,Married,House / apartment,7.70210434,1,0,0,0,Accountants,4,0,34.87671233
M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,5.874930731,1,0,0,0,Laborers,2,0,33.59452055
F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,7.449498005,1,1,1,0,High skill tech staff,2,0,48.70684932
F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,8.210668031,1,0,0,0,Laborers,2,0,56.40821918
F,Y,Y,0,191399.3262,Commercial associate,Secondary / secondary special,Married,House / apartment,6.869014451,1,0,1,0,Sales staff,2,0,47.47945205
F,N,N,0,157500,Working,Higher education,Separated,House / apartment,8.006367568,1,0,0,0,Medicine staff,1,0,47.22465753
M,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,8.360539381,1,1,1,0,Core staff,2,0,31.91232877
F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,65.33972603
F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,62.45205479
F,N,Y,0,225000,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,57.4739726
F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,4.700480366,1,0,0,0,Laborers,2,0,50.30684932
F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,7.639161172,1,1,1,0,Cleaning staff,1,0,54.58356164
F,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,9.033245134,1,0,0,0,Laborers,2,0,45.21917808
M,N,N,1,315000,Commercial associate,Higher education,Married,House / apartment,4.700480366,1,0,1,0,Laborers,3,0,50.19452055
F,N,Y,0,167400,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,52.13150685
F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,63.08767123
M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,63.79726027
F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,8.387539983,1,1,1,0,Core staff,2,0,40.15616438
F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,4.836281907,1,0,0,0,Core staff,3,0,33.62191781
M,Y,Y,0,153000,Working,Higher education,Separated,With parents,8.941152882,1,0,0,1,Managers,1,0,54.83013699
F,N,Y,0,423000,Commercial associate,Secondary / secondary special,Separated,House / apartment,8.05610966,1,0,0,0,Private service staff,1,0,36.93150685
F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,With parents,4.934473933,1,1,1,0,Sales staff,2,0,39.41369863
F,Y,N,1,360000,Working,Higher education,Widow,House / apartment,8.299783172,1,0,0,1,Managers,2,0,45.15068493
F,N,Y,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,63.78082192
F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,8.494538501,1,0,0,0,Medicine staff,2,0,64.48493151
F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,60.59178082
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,62.30958904
M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,9.608243628,1,0,0,0,Laborers,2,0,64.17534247
